ARTIST,ALBUM,CURRENT,GENRE,CONTENT TAGS,NOTES,LINK,ADDED,RELEASE DATE,LABEL
Rhaina Yasmin,Magician,1068,indie/rock/alt,,,https://rhainayasmin.bandcamp.com/album/magician,1/6/2026,11/28/2025,
silhouette,silhouette,6021,indie/rock/alt,,,https://xsilhouettex.bandcamp.com/album/silhouette,1/6/2026,11/21/2025,
Buzz Kull,Deep Hate,3027,electronic,,,https://buzzkull.bandcamp.com/album/deep-hate,1/5/2026,2/13/2026,
River Honey,Black Crows,1060,indie/rock/alt,"singles club,local,cancon,femcon",,https://www.youtube.com/@RiverHoney_/featured,1/5/2026,1/9/2026,
Dry Cleaning,Secret Love,1061,indie/rock/alt,femcon,,https://drycleaning.bandcamp.com/album/secret-love,1/5/2026,1/9/2026,
Winnie Richards,Hold On To Your Memory,1067,indie/rock/alt,"cancon,femcon",,https://winnierichards.bandcamp.com/album/hold-on-to-your-memory,1/5/2026,1/4/2026,
Beholder,Prisonniers de l'Abîme,6019,loud,"cancon,francophone",,https://beholderqc.bandcamp.com/album/prisonniers-de-lab-me,1/5/2026,12/22/2025,
River Tiber,Spirals,3026,electronic,cancon,,https://rivertiber.bandcamp.com/album/spirals,1/5/2026,12/19/2025,
Theo Bleak,Bargaining,1062,indie/rock/alt,,,https://theobleak.bandcamp.com/album/bargaining,1/5/2026,12/18/2025,
HEALTH,CONFLICT DLC,3028,electronic,,,https://youwillloveeachother.bandcamp.com/album/conflict-dlc,1/5/2026,12/11/2025,
Beth and Blue,Take It All,2023,folk/blues,femcon,,https://bethandbluemusic.bandcamp.com/album/take-it-all,1/5/2026,12/4/2025,
NONTHEWISER,Injustice for all,6018,loud,,,https://nonthewiser.bandcamp.com/album/injustice-for-all,1/5/2026,11/20/2025,
Horse Chops,Hinterland EP,1065,indie/rock/alt,cancon,,https://horsechops.bandcamp.com/album/hinterland-ep,1/5/2026,11/18/2025,
The Slackers,Money is King,7008,world,,,https://theslackers.bandcamp.com/album/money-is-king,1/5/2026,11/7/2025,
Kelcey Ayer,Hand Me Downs EP,1059,indie/rock/alt,,,https://kelceyayer.bandcamp.com/album/hand-me-downs-ep,1/5/2026,11/6/2025,
Anastasia Coope,DOT,9004,classical/ost/experimental,femcon,,https://anastasiacoope.bandcamp.com/album/dot,1/5/2026,10/31/2025,
Scorching Tomb,Ossuary,6020,loud,cancon,,https://scorchingtomb.bandcamp.com/album/ossuary,1/5/2026,10/24/2025,
Jane Inc.,A RUPTURE A CANYON A BIRTH,1064,indie/rock/alt,"cancon,femcon",,https://janeinc.bandcamp.com/album/a-rupture-a-canyon-a-birth,1/5/2026,10/17/2025,
Sam Kaiser,Two Tries,2024,folk/blues,cancon,,https://samkaiser.bandcamp.com/album/two-tries,1/5/2026,10/9/2025,
Good Dear Good,sook,1063,indie/rock/alt,,,https://gooddeargood.bandcamp.com/album/sook,1/5/2026,9/26/2025,
Joe Policastro Trio,Mending Wall,8010,jazz,,,https://joepolicastrotrio.bandcamp.com/album/mending-wall,1/5/2026,9/19/2025,
NEW YORK,Push,1066,indie/rock/alt,femcon,,https://nypop.bandcamp.com/album/push,1/5/2026,9/12/2025,
Vulgaires Machins,Contempler l'abîme,1057,indie/rock/alt,"cancon,francophone",,https://lesvulgairesmachins.bandcamp.com/album/contempler-lab-me,12/19/2025,11/14/2025,Costume Records
Elaquent,Excursion,3020,electronic,cancon,,https://elaquent.bandcamp.com/album/excursion,12/19/2025,11/7/2025,
Josh Garrels,Peace To All Who Enter Here - Volume 2,2019,folk/blues,,,https://joshgarrels.bandcamp.com/album/peace-to-all-who-enter-here-volume-2,12/19/2025,11/7/2025,Small Voice
the Mountain Goats,Through This Fire Across From Peter Balkan,2020,folk/blues,,,https://themountaingoats.bandcamp.com/album/through-this-fire-across-from-peter-balkan,12/19/2025,11/7/2025,The Orchard
Armand Hammer & The Alchemist,Mercy,4011,hip-hop,,,https://armandhammer.bandcamp.com/album/mercy,12/19/2025,11/7/2025,Backwoodz Studioz
SML,How You Been,8009,jazz,,,https://intlanthem.bandcamp.com/album/how-you-been,12/19/2025,11/7/2025,International Anthem Recording Co.
tennyson,aka,3022,electronic,cancon,,https://tennyson.bandcamp.com/album/aka,12/19/2025,11/7/2025,
undersaken,Fleeting Visitant,3019,electronic,cancon,,https://undersaken.bandcamp.com/album/fleeting-visitant,12/19/2025,11/6/2025,
Hiss Golden Messenger,Seven Dollars: a Benefit for North Carolina Food Assistance,2018,folk/blues,,,https://hissgoldenmessenger.bandcamp.com/album/seven-dollars-a-benefit-for-north-carolina-food-assistance,12/19/2025,11/5/2025,Merge Records
Primordial Serpent,At War With the Empyrean,6017,loud,cancon,,https://primordialserpent.bandcamp.com/album/at-war-with-the-empyrean,12/19/2025,11/4/2025,
Mr. Bill,Mr. Melanzana,3021,electronic,,,https://mrbill.bandcamp.com/album/mr-melanzana,12/19/2025,11/3/2025,Mr. Bill’s Tunes
Desirée Dawson,Beholder,2017,folk/blues,cancon,,https://desiree-dawson.bandcamp.com/album/beholder,12/19/2025,11/2/2025,
The Boojums,The Boojums,1058,indie/rock/alt,"cancon,femcon",,https://theboojums.bandcamp.com/album/the-boojums,12/19/2025,10/31/2025,Having Fun Records
Ada Rook,59 NIGHTS,3023,electronic,"cancon,femcon",,https://adarook.bandcamp.com/album/59-nights,12/19/2025,10/31/2025,TRUE PORTAL
The Weather Station,Airport & Only The Truth,2021,folk/blues,"cancon,femcon",,https://theweatherstation.bandcamp.com/album/airport-only-the-truth,12/19/2025,10/30/2025,Fat Possum Records
Cousin & Priori,Fly In Amber,3025,electronic,cancon,,https://naffrecordings.bandcamp.com/album/fly-in-amber,12/19/2025,10/30/2025,NAFF
Tortoise,Touch,1056,indie/rock/alt,,,https://intlanthem.bandcamp.com/album/touch,12/19/2025,10/24/2025,International Anthem Recording Co.
The Tear Garden,Astral Elevator,3024,electronic,cancon,,https://brap.bandcamp.com/album/astral-elevator,12/19/2025,10/24/2025,Artoffact Records
The Pairs,Together on a Rock,2022,folk/blues,"cancon,femcon",,https://thepairs.bandcamp.com/album/together-on-a-rock,12/19/2025,10/22/2025,Infinity Cat Recordings
TEED,Always With Me,3018,electronic,,,https://t-e-e-d.bandcamp.com/album/always-with-me,12/10/2025,12/5/2025,Nice Age
Dove Ellis,Blizzard,1053,indie/rock/alt,,,https://doveellis.bandcamp.com/album/blizzard,12/10/2025,12/5/2025,AMF Records
Melody's Echo Chamber,Unclouded,1054,indie/rock/alt,,,https://melodysechochamber.bandcamp.com/album/unclouded,12/10/2025,12/5/2025,Weird World
Lettuce,Cook,5015,funk/soul/r&b,,,https://lettuce.bandcamp.com/album/cook,12/10/2025,12/3/2025,Lettuce Records
MAVI,The Pilot,4009,hip-hop,,,https://mavi.bandcamp.com/album/the-pilot,12/10/2025,11/25/2025,Loma Vista Recordings
Honey Dijon,The Nightlife - After Dark EP,3017,electronic,femcon,,https://honeydijon.bandcamp.com/album/the-nightlife-after-dark-ep,12/10/2025,11/21/2025,SOS
Bicep,CHROMA 000,3016,electronic,,,https://bicep.bandcamp.com/album/chroma-000?search_item_id%3D4195161359%26search_item_type%3Da%26search_match_part%3D%253F%26search_page_id%3D4918478620%26search_page_no%3D0%26search_rank%3D2=,12/10/2025,11/14/2025,CHROMA
TOBi x Real Bad Man,The Perfect Blue,4010,hip-hop,,,https://open.spotify.com/album/5oFNCUF7KpN1TOdnmNWloI?si=cfwkCMmsScKc98FEJt_gHw,12/10/2025,11/14/2025,
Whitney,Small Talk,2015,folk/blues,,,https://whitneychicago.bandcamp.com/album/small-talk,12/10/2025,11/7/2025,
hemlock,Orange Streak Glow,2016,folk/blues,,,https://hemlock.bandcamp.com/album/orange-streak-glow,12/10/2025,11/7/2025,
Cain Culto,occulto 001,1050,indie/rock/alt,,,https://open.spotify.com/album/73k0b3NgGbs7eqSfeARLWy?si=Egubf3xxQDmPbK6ld9dDQw,12/10/2025,10/31/2025,Hive Music Ltd
Avatar,Don't Go In The Forest,6011,loud,,,https://open.spotify.com/album/2YMsJDgdWSmK85B2FnvjXh?si=KEG6qcbBTdOYG3YLb8E8HQ,12/10/2025,10/31/2025,Black Waltz AB
Creeper,Sanguivore II: Mistress of Death,6012,loud,,,https://creeperband.bandcamp.com/album/sanguivore-ii-mistress-of-death,12/10/2025,10/31/2025,Spinefarm Records
Primitive Man,Observance,6014,loud,,,https://primitivemandoom.bandcamp.com/album/observance,12/10/2025,10/31/2025,
YUUF,Mt. Sava,7007,world,,,https://yuuf.bandcamp.com/album/mt-sava,12/10/2025,10/29/2025,Technicolour
Downswing,And Everything Was Dark,6013,loud,,,https://downswing.bandcamp.com/album/and-everything-was-dark,12/10/2025,10/24/2025,MNRK Heavy
Sumo Cyco,NEON VOID,6016,loud,,,https://open.spotify.com/album/7EcnhnTlfynxncv9Eriwcs?si=rv_CNhyMRnGPWcxnWqPK6w,12/10/2025,10/24/2025,Cyco City Records
Speed,ALL MY ANGELS,6015,loud,,,https://flatspotrecords.bandcamp.com/album/fsr89-all-my-angels,12/10/2025,10/23/2025,Last Ride Records
True Blue,Star Witness,1055,indie/rock/alt,,,https://true-blue.bandcamp.com/album/star-witness,12/10/2025,10/17/2025,
The Mommyheads,No Quietus,1052,indie/rock/alt,,,https://mommyheads.bandcamp.com/album/no-quietus,12/10/2025,10/3/2025,Geffen Records
Venna,MALIK,5016,funk/soul/r&b,,,https://venna.bandcamp.com/album/malik,12/10/2025,9/5/2025,Cashmere Thoughts
One Hundred Moons,Black Avalanche,1049,indie/rock/alt,"cancon,jammer pick",,https://onehundredmoons.bandcamp.com/album/black-avalanche,12/9/2025,11/16/2025,
Julianna Riolino,Echo in the Dust,2014,folk/blues,"cancon,femcon,jammer pick",,https://juliannariolinosings.bandcamp.com/album/echo-in-the-dust,12/9/2025,10/24/2025,
Salt of the Chief Cornerstone,"Blood, Salt and Tears",6010,loud,"cancon,local,jammer pick",,https://open.spotify.com/artist/4ugUcp6NSQXsCRt3y5JQPa,12/9/2025,9/4/2025,Royal Music
Bog Sorcery,"Bog Sorcery 1: If I’m Not There to Receive These Ideas, God Might Give Them to Prince",4008,hip-hop,cancon,,https://swamp-magic.bandcamp.com/album/bog-sorcery-1-if-i-m-not-there-to-receive-these-ideas-god-might-give-them-to-prince,12/8/2025,12/5/2025,
Kevin Asher and The Barnburners,The Bonds We Break,2013,folk/blues,cancon,,https://kevinasher.bandcamp.com/album/the-bonds-we-break,12/8/2025,12/5/2025,Vanguard Sound
ctznshp,Lost Loves (A Collection Of Rarities),1045,indie/rock/alt,cancon,,https://citizenship.bandcamp.com/album/lost-loves-a-collection-of-rarities,12/8/2025,12/5/2025,
stef.in,Nightmares,1046,indie/rock/alt,cancon,,https://stefin.bandcamp.com/album/nightmares,12/8/2025,11/28/2025,V-Neck House Music Group
Ellemetue,Anticiper vos souvenirs,1047,indie/rock/alt,"cancon,femcon,francophone",,https://ellemetue.bandcamp.com/album/anticiper-vos-souvenirs,12/8/2025,11/28/2025,Les disques laurentiens
The Belair Lip Bombs,Again,1048,indie/rock/alt,femcon,,https://thebelairlipbombs.bandcamp.com/album/again,12/8/2025,10/31/2025,
Mercyland,Mercyland,1035,indie/rock/alt,,,https://mercyland-athens.bandcamp.com/album/mercyland,12/4/2025,12/5/2025,
Ólöf Arnalds,Spíra,2012,folk/blues,femcon,,https://olofarnalds.bandcamp.com/album/sp-ra,12/4/2025,12/5/2025,One Little Indian Records
Bluhm,Mostly Forever,1034,indie/rock/alt,"detroit,femcon",,https://open.spotify.com/album/0YlPGFNh7PgufzHaBIGAwD,12/4/2025,12/2/2025,Fluid Audio
Duid,Let's Duid,9003,classical/ost/experimental,,,https://duid.bandcamp.com/album/lets-duid,12/4/2025,11/28/2025,Incognito Records
Mareya,Glitter Tears,1039,indie/rock/alt,femcon,,https://open.spotify.com/album/0NdKYwq2WecA62O2Lq3E0E?si=P8ebqLAZQiemSHWg_Ky9zw,12/4/2025,11/28/2025,Equity Distribution
Johnny 99,Mr. Lonely,2010,folk/blues,cancon,,https://open.spotify.com/album/0B3l4trJQFjQg7ZkTcXm7U?si=0cRVVzyjRSK6xg8HhdD38A,12/4/2025,11/27/2025,
TUSH,Heavy Weather,3015,electronic,cancon,,https://tushdisco.bandcamp.com/album/heavy-weather,12/4/2025,11/21/2025,Columbia
JMMR,Resistance is Fertile,3007,electronic,,,https://nublu.bandcamp.com/album/resistance-is-fertile,12/4/2025,11/14/2025,Nublu Records
Carences,Violences,6009,loud,"cancon,francophone",,https://carences.bandcamp.com/album/violences,12/4/2025,11/14/2025,Electroménager
"Jake Xerxes Fussell, James Elkington",Rebuilding,2011,folk/blues,,,https://jakexerxesfussell.bandcamp.com/album/rebuilding,12/4/2025,11/14/2025,Fat Possum Records
Men Without Hats,Men Without Hats On The Moon,3014,electronic,cancon,,https://menwithouthats.bandcamp.com/album/men-without-hats-on-the-moon,12/4/2025,11/14/2025,Shocore Music Inc.
Tiberius,Troubadour,1040,indie/rock/alt,,,https://tiberiuswright.bandcamp.com/album/troubadour-2,12/4/2025,11/14/2025,Audio Antihero
The Give 'Em Hell Boys,More Noise In An Already Noisy World,2012,folk/blues,cancon,,https://thegiveemhellboys.bandcamp.com/album/more-noise-in-an-already-noisy-world-2,12/4/2025,11/14/2025,
Los Pulpitos,Octopean Union,3013,electronic,,,https://los-pulpitos.bandcamp.com/album/octopean-union,12/4/2025,11/13/2025,A&M Records
Mindchatter,Giving Up On Words,3010,electronic,,,https://open.spotify.com/album/05E2vuOAf8vZCB8gLIlwlx?si=0qOvN5wiRqurjH-TFndZBg,12/4/2025,11/7/2025,
Cookin' On 3 Burners,Cookin' The Books,5011,funk/soul/r&b,,,https://cookinon3burners.bandcamp.com/album/cookin-the-books-2,12/4/2025,10/31/2025,Soul Messin' Records
Psychedelic Porn Crumpets,Pogo Rodeo,1041,indie/rock/alt,,,https://psychedelicporncrumpets.bandcamp.com/album/pogo-rodeo,12/4/2025,10/31/2025,What Reality? Records
Shad,Start Anew,4007,hip-hop,cancon,,https://shadk.bandcamp.com/album/start-anew-3,12/4/2025,10/31/2025,Secret City Records
Joe Ray McDonald,Cowboy Cake,2009,folk/blues,cancon,,https://joeraymcdonald.bandcamp.com/album/cowboy-cake-2,12/4/2025,10/29/2025,
Brainwasher,39 Lightyears from Heaven,1037,indie/rock/alt,,,https://brainwasher1.bandcamp.com/album/39-lightyears-from-heaven,12/4/2025,10/24/2025,Mothland Records
Kinneret,Field Guide,1038,indie/rock/alt,femcon,,https://kinneretmusic.bandcamp.com/album/field-guide,12/4/2025,10/24/2025,
Kraak & Smaak,Velvet Seas,3012,electronic,,,https://kraaksmaak.bandcamp.com/album/velvet-seas-3,12/4/2025,10/24/2025,Boogie Angst
Didon,Bab El Mdina,7004,world,"cancon,femcon",,https://didon.bandcamp.com/album/bab-el-mdina,12/4/2025,10/20/2025,
Rachel Bobbitt,Swimming Towards The Sand,1042,indie/rock/alt,"cancon,femcon",,https://rachelbobbitt.bandcamp.com/album/swimming-towards-the-sand,12/4/2025,10/17/2025,Concord Records
Silvana Estrada,Vendrán Suaves Lluvias,1043,indie/rock/alt,femcon,,https://open.spotify.com/album/7MJAlq9PJGZJcQRQ53wJna?si=w_3jvRgdRSCuQpYGbu9CXw,12/4/2025,10/17/2025,Glassnote
Roxi Jane,Delusional Baby,1036,indie/rock/alt,femcon,,https://open.spotify.com/album/1ZMGxvo9R5U0L2LEhJqxwz?si=YwcXW7kNRO-GwRp_zEMseQ,12/4/2025,10/16/2025,LVRN
HAAi,HUMANiSE,3009,electronic,femcon,,https://haai.bandcamp.com/album/humanise,12/4/2025,10/10/2025,Mute
NoSo,When Are You Leaving?,1032,indie/rock/alt,,,https://noso.bandcamp.com/album/when-are-you-leaving,12/4/2025,10/10/2025,Partisan Records
The Phenomenal Handclap Band,We Are Worlds Away EP,3008,electronic,femcon,,https://thephenomenalhandclapband.bandcamp.com/album/we-are-worlds-away-ep,12/4/2025,10/3/2025,Toy Tonics
Funkestra,FUNKOPIA,5012,funk/soul/r&b,,,https://redtenbachersfunkestra.bandcamp.com/album/funkopia,12/4/2025,10/3/2025,Wooden Hat Records
Meklit,A Piece of Infinity,8008,jazz,femcon,,https://meklitsings.bandcamp.com/album/a-piece-of-infinity,12/4/2025,9/26/2025,Smithsonian Folkways
Jána,Orbit,1033,indie/rock/alt,femcon,,https://open.spotify.com/album/02N4GkYrEAl9NocCEgBbsm?si=OlG0eJ1_TEu8lUM-qX_5PA,12/4/2025,9/19/2025,ITM Forever LLC
Ousted,How Do You Cope?,6008,loud,,,https://oustedbaltimore.bandcamp.com/album/how-do-you-cope,12/4/2025,9/19/2025,
Yasmine Hamdan,I remember I forget,7006,world,femcon,,https://yasminehamdan.bandcamp.com/album/yasmine-hamdan-i-remember-i-forget,12/4/2025,9/19/2025,Crammed Discs
Kassa Overall,CREAM,4005,hip-hop,,,https://kassaoverall.bandcamp.com/album/cream,12/4/2025,9/12/2025,Warp
Maruja,Pain to Power,1031,indie/rock/alt,,,https://open.spotify.com/album/6wymdowW8HbQ4H3nVs93Hj?si=iMToCL4WQcKgxTO359ZfeA,12/4/2025,9/12/2025,Music for Nations
Paradox Obscur,IKONA,3015,electronic,femcon,,https://paradoxobscur.bandcamp.com/album/ikona,12/4/2025,9/12/2025,Metropolis Records
Steven Bamidele,THE CRASH!,5014,funk/soul/r&b,,,https://stevenbamidele.bandcamp.com/album/the-crash,12/4/2025,9/5/2025,Tru Thoughts
Myd,Mydnight,3011,electronic,,,https://mydsound.bandcamp.com/album/mydnight,12/4/2025,8/29/2025,Ed Banger Records
Kelly Moonstone,New Moon,5013,funk/soul/r&b,femcon,,https://open.spotify.com/album/0lubSwzZxCwYlnmsXU5GOW?si=MQU9vfCQQbu4p2E_12-1_g,12/4/2025,8/22/2025,
Eljuri,Así es el Mundo,7005,world,femcon,,https://open.spotify.com/album/5YphAwPh94kmsmcHzDM1qk?si=Y3sH9xinTvyXGUMfW7sBHw,12/4/2025,8/22/2025,
Emily Hines,These Days,2008,folk/blues,femcon,,https://emilyhines.bandcamp.com/album/these-days,12/4/2025,8/1/2025,Honey Hiive
The Early,Cusp EP,9002,classical/ost/experimental,,,https://theearly.bandcamp.com/album/cusp-ep,12/3/2025,12/3/2025,
Aksak Maboul,Before Aksak Maboul (documents & experiments 1969-1977),9003,classical/ost/experimental,femcon,,https://aksakmaboul.bandcamp.com/album/before-aksak-maboul-documents-experiments-1969-1977,12/3/2025,11/21/2025,Crammed Discs
Amadou & Mariam,L'amour à la folie,7003,world,,,https://amadoumariam.bandcamp.com/album/lamour-la-folie,12/3/2025,10/24/2025,Because Music
Alfa Mist,Roulette,8005,jazz,,,https://alfamist.bandcamp.com/album/roulette,12/3/2025,10/3/2025,
CARRTOONS,Space Cadet,5010,funk/soul/r&b,,,https://carrtoons.bandcamp.com/album/space-cadet,12/3/2025,9/26/2025,+1 Records
Cochemea,Vol. III: Ancestros Futuros,8007,jazz,,,https://cochemea.bandcamp.com/album/vol-iii-ancestros-futuros,12/3/2025,9/26/2025,Daptone Records
ANIMA!,Water,3006,electronic,,,https://animaworldwide.bandcamp.com/album/water,12/3/2025,9/19/2025,
Cut Copy,Moments,1030,indie/rock/alt,,,https://open.spotify.com/album/2noZLRranx54rRKXSvrpim?si=IjLKyzlsQnuCQVp2NbYAsQ,12/3/2025,9/5/2025,Cutters Records
Anna Tivel,Animal Poem,2007,folk/blues,femcon,,https://annativel.bandcamp.com/album/animal-poem,12/3/2025,8/29/2025,Fluff & Gravy
Ami Taf Ra,The Prophet and The Madman,8006,jazz,femcon,,https://amitafra.bandcamp.com/album/the-prophet-and-the-madman,12/3/2025,8/22/2025,Brainfeeder
Anand Wilder,Psychic Lessons,1029,indie/rock/alt,,,https://anandwilder.bandcamp.com/album/psychic-lessons-2,12/3/2025,8/22/2025,Last Gang Records
Danko Jones,Leo Rising,6007,loud,"jammer pick,cancon",Hard rock from Toronto!,https://www.youtube.com/watch?v=aC0tWhwyB2A,11/27/2025,11/21/2025,Sonic Unyon
Crash Richard,Sensitive Devil,5010,funk/soul/r&b,,groovy/jazzy indie pop from LA ,https://crashrichard.bandcamp.com/album/sensitive-devil,11/26/2025,11/28/2025,Satan's Din
Black Helicopter,Balancing Act,6001,loud,,Fuzzy rock/punk from Boston,https://bestbrotherrecords.bandcamp.com/album/black-helicopter-balancing-act,11/26/2025,11/28/2025,
Colleen Power,Colleen Power,2001,folk/blues,"cancon,femcon",Folk/country from St. John's ,https://singsonginc.bandcamp.com/album/colleen-power,11/26/2025,11/26/2025,SuperGood
Brandi Carlile,Returning To Myself,2006,folk/blues,"jammer pick,femcon","Folk/synth rock from an acclaimed artist with a powerful, soulful voice ",https://open.spotify.com/album/3e2Q0TkwIIfmWUAssLAJ8U?si=8FwpWhsSQmW-kzam3tewCg,11/26/2025,11/24/2025,Interscope Records
Bicycle Inn,Long In The Tooth,1001,indie/rock/alt,,Emo/alt rock from Massachusetts ,https://bicycleinn.bandcamp.com/album/long-in-the-tooth,11/26/2025,11/21/2025,
Lance Ferguson,"Rare Groove Spectrum, Vol. 3",5001,funk/soul/r&b,,A lively & uplifting album drawing heavily on 70s jazz funk & disco – straight bangers on this one ,https://lanceferguson.bandcamp.com/album/rare-groove-spectrum-vol-3,11/26/2025,11/21/2025,Tru Thoughts
Florence + The Machine,Everybody Scream,1020,indie/rock/alt,femcon,A classic ,https://open.spotify.com/album/0z7l9VEJyFMv8p8wffRDaF,11/26/2025,11/21/2025,Universal
Siriusmo,Buletten & Blumen,3005,electronic,jammer pick,"Experiments & sketches in dub, funk, idm, & analog synthesizer nostalgia – recommended! ",https://open.spotify.com/album/5x3WN8S89q0zfhqKd9ormh?si=vmnJ_C0lRAWfp_VAZdUb2Q,11/26/2025,11/21/2025,Monkeytown Records
Twin Shadow,Cadet,1021,indie/rock/alt,,LA indie pop fused with synthwave,https://twinshadow.bandcamp.com/album/cadet,11/26/2025,11/20/2025,Cheree Cheree
Marcey Yates,House Rules,4003,hip-hop,,"Fans of soulful, old school hip hop will feel right at home here – recommended! ",https://op2mus.bandcamp.com/album/house-rules,11/26/2025,11/18/2025,Saddle Creek Records
Oliver Night,Between The Lines,5002,funk/soul/r&b,,"Masterful production – a fusion of crisp jazzy house, light breakbeats, & soulful instrumentation from London, UK with great vocal features",https://olivernight.bandcamp.com/album/between-the-lines,11/26/2025,11/14/2025,
Sword II,Electric Hour,1007,indie/rock/alt,femcon,"Warm, fuzzy bedroom rock/shoegaze from Atlanta – recommended",https://swordii.bandcamp.com/album/electric-hour,11/26/2025,11/14/2025,section1
